"id","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"24","carlitos",1323084232,996313,"05/12/2011 11:23","yes",12,1.51,8.1,-94.4,3,"5.587755","#DIV/0!","#DIV/0!","2.713152","#DIV/0!","#DIV/0!",-94.3,3,"5.6",-94.4,3,"5.6",0.1,0,"0.0000",0,1.5,0.1,0,8.1,0,0,-94.4,0,0,0.02,0,-0.02,-20,4,22,-3,601,-318,-129,20.7,-161,34,0,-128.4898,0.5051,0.2551,21.4327,0.4836,0.2339,-161,0,0,-0.02,0,-0.02,-289,110,-125,-374,350,516,"-1.05825","#DIV/0!","#DIV/0!","0.13832","#DIV/0!","#DIV/0!",22.3,-161,34,20.7,-161,34,1.6,0,0,13,-70.7,-84.7,"-0.6209","-0.6149","#DIV/0!","-0.0960","0.1049","#DIV/0!",-70.1,-84.3,"-0.6",-71,-85.3,"-0.6",0.96,1.02,"0.00",37,0.0204,13.1942,0.1811,0.0328,-70.5253,0.2384,0.0568,-84.8053,0.256,0.0656,0,-0.02,0,-235,47,-271,-558,291,-71,27.1,-63.7,-151,"-0.3680","-2.0402","#DIV/0!","0.2113","-0.2117","#DIV/0!",-63.7,-151,"-0.4",-64,-152,"-0.4",0.3,1,"0.00",36,0,27.40204,0.45893,0.21062,-63.89388,0.07474,0.00559,-151.44898,0.50254,0.25255,0.03,-0.03,0,193,203,-213,-11,661,470,"A"
"25","carlitos",1323084233,28311,"05/12/2011 11:23","no",13,1.53,8.11,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0,-19,4,21,-8,605,-319,-129,20.7,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.02,0,-289,109,-123,-370,340,512,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.05217456,-70.49400371,-84.87393888,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-234,47,-271,-555,290,-68,27.1,-63.7,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,-0.03,0,191,202,-214,-14,667,470,"A"
"26","carlitos",1323084233,56286,"05/12/2011 11:23","no",13,1.55,8.09,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0,-21,3,22,-10,601,-312,-129,20.7,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.02,-0.02,-290,108,-123,-366,346,511,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.80059675,-70.31304585,-85.11886321,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,-233,46,-271,-563,294,-72,27,-63.7,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0,190,203,-216,-16,658,462,"A"
"27","carlitos",1323084233,72305,"05/12/2011 11:23","no",13,1.54,8.11,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,-0.02,-22,3,22,3,597,-320,-129,20.7,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.02,0,-289,111,-126,-371,338,505,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.82749458,-70.49031927,-84.93557392,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-233,46,-270,-556,297,-68,27,-63.6,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0,192,204,-214,-14,657,467,"A"
"28","carlitos",1323084233,120363,"05/12/2011 11:23","no",13,1.53,8.14,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,-0.02,-21,3,21,-4,599,-317,-129,20.7,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.02,0,-290,110,-126,-364,340,532,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.05217456,-70.49400371,-84.87393888,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-234,47,-271,-555,292,-72,26.9,-63.7,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,-0.02,193,206,-217,-14,657,477,"A"
"29","carlitos",1323084233,136333,"05/12/2011 11:23","no",13,1.52,8.16,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,-0.02,-20,4,23,-4,606,-320,-129,20.7,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.02,0,-290,109,-125,-367,337,514,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.05217456,-70.49400371,-84.87393888,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,-234,47,-271,-552,291,-60,26.8,-63.6,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.03,195,205,-217,-12,657,469,"A"
"30","carlitos",1323084233,144318,"05/12/2011 11:23","no",13,1.52,8.17,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,-0.02,-21,4,21,2,593,-308,-129,20.7,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-289,109,-125,-366,349,523,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07948887,-70.67116245,-84.69053461,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,-234,47,-270,-562,298,-64,26.8,-63.6,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.03,189,204,-217,-4,661,479,"A"
"31","carlitos",1323084233,152353,"05/12/2011 11:23","no",13,1.53,8.17,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,-0.02,-21,4,22,0,601,-308,-129,20.7,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-290,109,-126,-371,331,512,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.52525589,-70.34276829,-85.15887803,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,-233,45,-271,-558,294,-64,26.8,-63.6,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.02,192,203,-217,-13,660,469,"A"
"32","carlitos",1323084233,244310,"05/12/2011 11:23","no",13,1.44,8.19,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.03,-21,5,21,-4,603,-315,-129,20.6,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,-289,108,-127,-368,338,528,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.10687346,-70.84904,-84.50636612,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,-234,47,-269,-555,299,-66,26.7,-63.7,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,192,206,-216,-19,653,466,"A"
"33","carlitos",1323084233,304292,"05/12/2011 11:23","no",13,1.43,8.17,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.03,-22,4,19,4,602,-316,-129,20.5,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.02,0,-290,110,-126,-375,339,508,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.29883416,-70.28683115,-85.01527601,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,-234,48,-272,-556,298,-62,26.7,-63.7,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,196,207,-216,-15,650,473,"A"
"34","carlitos",1323084233,332328,"05/12/2011 11:23","no",13,1.44,8.18,-94.3,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,-0.02,-22,3,21,-6,604,-315,-129,20.5,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,0,-291,109,-126,-369,337,512,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.30261297,-70.67355141,-84.62953444,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,-235,48,-271,-556,296,-68,26.7,-63.7,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.02,188,204,-214,-14,656,465,"A"
"35","carlitos",1323084233,340386,"05/12/2011 11:23","no",13,1.41,8.18,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.03,-22,4,22,1,600,-301,-129,20.5,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,-290,111,-124,-369,336,514,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.35451266,-70.63995378,-84.64918975,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,-234,48,-270,-560,293,-65,26.6,-63.7,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.02,191,205,-216,-15,651,464,"A"
"36","carlitos",1323084233,412295,"05/12/2011 11:23","no",13,1.42,8.12,-94.3,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.02,-21,3,21,-3,603,-319,-130,20.3,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.02,-0.03,-289,111,-123,-368,340,515,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07574259,-70.28271016,-85.07803122,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,-233,47,-271,-554,295,-61,26.5,-63.8,-150,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.02,-0.03,191,207,-215,-9,654,471,"A"
"37","carlitos",1323084233,448310,"05/12/2011 11:23","no",13,1.41,8.11,-94.3,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.02,-0.02,-20,3,22,0,606,-317,-130,20.3,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.02,-0.02,-290,111,-124,-363,342,515,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.35451266,-70.63995378,-84.64918975,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-234,48,-270,-558,290,-65,26.4,-63.9,-150,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.02,-0.03,193,205,-214,-17,656,472,"A"
"38","carlitos",1323084233,468406,"05/12/2011 11:23","no",13,1.4,8.04,-94.3,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.02,-21,4,21,-3,604,-316,-130,20.2,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,-290,111,-125,-373,336,507,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.65402259,-70.39675962,-84.81058285,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-233,49,-270,-552,296,-69,26.4,-63.9,-150,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.02,-0.03,191,205,-215,-18,651,469,"A"
"39","carlitos",1323084233,504293,"05/12/2011 11:23","no",13,1.4,8.04,-94.3,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.02,-21,3,21,-2,601,-319,-130,20.2,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,0,-289,112,-122,-369,334,510,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.05217456,-70.49400371,-84.87393888,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-234,47,-271,-563,287,-68,26.4,-63.9,-150,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,194,203,-213,-11,658,472,"A"
"40","carlitos",1323084233,512347,"05/12/2011 11:23","no",13,1.4,8.05,-94.3,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,-0.02,-20,5,21,-1,596,-313,-130,20.1,-162,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,-291,111,-123,-376,350,514,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07574259,-70.28271016,-85.07803122,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-233,47,-271,-554,300,-71,26.4,-63.9,-150,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,0.02,194,201,-214,-16,654,478,"A"
"41","carlitos",1323084233,512367,"05/12/2011 11:23","no",13,1.4,8.06,-94.3,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,-0.03,-20,6,21,1,600,-301,-130,20.1,-162,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,-289,110,-125,-375,339,510,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.80059675,-70.31304585,-85.11886321,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,-233,46,-271,-555,290,-65,26.4,-63.9,-150,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.02,0.03,192,203,-212,-11,655,470,"A"
"42","carlitos",1323084233,572298,"05/12/2011 11:23","no",13,1.39,8.05,-94.3,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.03,-22,1,21,1,606,-310,-130,20,-162,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,-288,110,-124,-370,337,500,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.13073959,-70.63750507,-84.71064711,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-233,47,-269,-560,294,-64,26.4,-63.9,-150,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.02,0,193,208,-216,-14,656,464,"A"
"43","carlitos",1323084233,572351,"05/12/2011 11:23","no",13,1.34,8.05,-94.3,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.02,-0.03,-22,3,20,2,602,-317,-130,19.9,-162,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.03,-0.02,-289,110,-124,-372,339,507,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.70755934,-70.36176881,-84.83080156,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,0,-232,49,-269,-554,297,-62,26.4,-63.9,-150,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,192,207,-216,-13,659,465,"A"
"44","carlitos",1323084233,604309,"05/12/2011 11:23","no",13,1.3,8,-94.2,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.02,-0.03,-21,3,22,-4,599,-316,-130,19.9,-162,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.03,0,-287,109,-123,-373,343,516,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.35451266,-70.63995378,-84.64918975,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.02,-0.02,-234,48,-270,-551,297,-68,26.3,-63.9,-150,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,-0.02,192,207,-216,-3,653,460,"A"
"45","carlitos",1323084233,660300,"05/12/2011 11:23","no",13,1.3,7.85,-94.2,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.02,0,-20,1,20,-8,603,-310,-130,19.7,-162,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.03,-0.02,-290,110,-123,-367,333,515,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.45410714,-70.58765444,-84.93285578,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0.02,-235,45,-272,-560,299,-65,26,-63.9,-150,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,192,203,-215,-12,648,464,"A"
"46","carlitos",1323084233,676353,"05/12/2011 11:23","no",13,1.29,7.81,-94.2,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.02,0,-19,4,19,1,602,-309,-130,19.7,-162,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,-289,111,-120,-366,341,508,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.29883416,-70.28683115,-85.01527601,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-234,48,-272,-559,291,-68,26,-63.9,-150,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,192,202,-216,-12,652,464,"A"
"47","carlitos",1323084233,688317,"05/12/2011 11:23","no",13,1.33,7.76,-94.2,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.02,0,-19,4,21,-3,601,-318,-130,19.7,-162,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.03,-0.02,-289,111,-124,-370,332,506,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.13073959,-70.63750507,-84.71064711,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-233,47,-269,-558,290,-65,26,-63.9,-150,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0,191,202,-214,-10,655,469,"A"
"48","carlitos",1323084233,736343,"05/12/2011 11:23","no",13,1.33,7.69,-94.2,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.02,-18,5,22,2,593,-312,-130,19.6,-162,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-290,111,-123,-366,336,513,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.40681541,-70.60607434,-84.66896285,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-233,48,-269,-557,294,-68,25.8,-63.8,-149,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0,194,208,-214,-16,653,462,"A"
"49","carlitos",1323084233,784365,"05/12/2011 11:23","no",13,1.31,7.69,-94.2,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.03,-19,3,21,-2,597,-317,-130,19.6,-162,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.02,-0.03,-288,108,-124,-371,337,508,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.13771445,-71.41795984,-83.93197331,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-235,47,-267,-554,295,-61,25.5,-63.8,-149,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.07,195,207,-216,-15,657,460,"A"
"50","carlitos",1323084233,840318,"05/12/2011 11:23","no",13,1.3,7.68,-94.2,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.02,-18,4,23,1,597,-316,-130,19.5,-162,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,-289,109,-125,-372,335,515,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.76151374,-70.32648299,-84.85114062,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-231,49,-268,-555,293,-74,25.4,-63.8,-149,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.05,193,206,-215,-10,656,461,"A"
